Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
52837,TechCorp,Social Media,Men 18-24,15 days,Google Ads,0.06,"$10,348.00",7.64,Houston,French,868,1053,3,Health & Wellness,2021-10-04
52838,DataTech Solutions,Influencer,All Ages,15 days,Instagram,0.03,"$9,217.00",4.23,Los Angeles,English,221,8461,10,Health & Wellness,2021-10-05
52839,Alpha Innovations,Email,Women 35-44,30 days,YouTube,0.07,"$18,254.00",5.94,Chicago,English,769,7837,6,Foodies,2021-10-06
52840,Alpha Innovations,Social Media,Women 25-34,60 days,Website,0.04,"$18,434.00",6.3,Los Angeles,Mandarin,402,9832,6,Fashionistas,2021-10-07
52841,Innovate Industries,Email,Women 35-44,45 days,Email,0.07,"$18,838.00",2.19,New York,Spanish,113,4404,6,Tech Enthusiasts,2021-10-08
52842,NexGen Systems,Search,All Ages,15 days,Facebook,0.07,"$8,780.00",3.8,Miami,French,943,9831,10,Foodies,2021-10-09
52843,NexGen Systems,Display,Men 18-24,30 days,Facebook,0.04,"$5,612.00",4.66,Chicago,Mandarin,387,4473,6,Health & Wellness,2021-10-10
52844,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.13,"$10,735.00",5.47,Los Angeles,Spanish,941,6099,1,Tech Enthusiasts,2021-10-11
52845,DataTech Solutions,Social Media,All Ages,60 days,YouTube,0.14,"$6,672.00",2.51,Miami,English,513,1373,2,Foodies,2021-10-12
52846,DataTech Solutions,Email,All Ages,15 days,Instagram,0.05,"$9,195.00",5.56,New York,Spanish,227,6768,2,Tech Enthusiasts,2021-10-13
52847,TechCorp,Search,Men 18-24,45 days,Website,0.1,"$9,558.00",3.54,Chicago,Spanish,129,6919,9,Outdoor Adventurers,2021-10-14
52848,TechCorp,Social Media,Men 25-34,45 days,Facebook,0.11,"$6,507.00",2.3,New York,English,906,2983,1,Health & Wellness,2021-10-15
52849,TechCorp,Social Media,Women 35-44,45 days,Facebook,0.09,"$5,145.00",6.11,Houston,Mandarin,714,8037,5,Fashionistas,2021-10-16
52850,Alpha Innovations,Email,All Ages,15 days,Instagram,0.07,"$9,544.00",7.23,Chicago,English,494,4054,4,Foodies,2021-10-17
52851,Alpha Innovations,Email,Women 35-44,60 days,Google Ads,0.15,"$6,742.00",6.25,Los Angeles,French,949,2850,3,Fashionistas,2021-10-18
52852,Alpha Innovations,Influencer,Men 25-34,60 days,YouTube,0.13,"$15,850.00",2.05,New York,English,681,6772,3,Health & Wellness,2021-10-19
52853,DataTech Solutions,Search,Women 25-34,60 days,Facebook,0.1,"$10,905.00",4.33,Chicago,Mandarin,902,3793,3,Outdoor Adventurers,2021-10-20
52854,NexGen Systems,Display,Men 18-24,60 days,YouTube,0.01,"$9,275.00",3.53,Chicago,German,439,2424,7,Outdoor Adventurers,2021-10-21
52855,TechCorp,Email,Women 35-44,45 days,Website,0.12,"$12,588.00",2.44,Houston,English,141,7625,2,Foodies,2021-10-22
52856,NexGen Systems,Email,Men 25-34,15 days,Website,0.08,"$17,413.00",5.92,Chicago,Spanish,294,9980,9,Outdoor Adventurers,2021-10-23
52857,NexGen Systems,Display,Men 25-34,45 days,YouTube,0.05,"$15,919.00",6.71,Miami,French,711,5246,6,Fashionistas,2021-10-24
52858,NexGen Systems,Search,Men 25-34,60 days,Facebook,0.04,"$18,712.00",6.95,Chicago,English,978,5144,4,Outdoor Adventurers,2021-10-25
52859,TechCorp,Search,Men 18-24,15 days,Website,0.03,"$17,998.00",3.59,Chicago,Mandarin,246,1673,5,Tech Enthusiasts,2021-10-26
52860,Innovate Industries,Influencer,All Ages,15 days,Website,0.02,"$18,108.00",6.28,Houston,English,931,3465,1,Foodies,2021-10-27
52861,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.14,"$16,185.00",2.4,Chicago,Mandarin,927,6161,1,Foodies,2021-10-28
52862,NexGen Systems,Email,Women 35-44,30 days,YouTube,0.14,"$14,323.00",2.26,Los Angeles,Mandarin,142,9767,1,Foodies,2021-10-29
52863,Innovate Industries,Influencer,Women 25-34,60 days,Email,0.01,"$5,047.00",4.71,Houston,German,534,5684,3,Foodies,2021-10-30
52864,TechCorp,Search,Men 18-24,45 days,Instagram,0.15,"$17,780.00",6.89,Chicago,English,322,3528,5,Health & Wellness,2021-10-31
52865,NexGen Systems,Influencer,All Ages,45 days,Email,0.14,"$19,009.00",7.26,Chicago,German,776,5913,10,Outdoor Adventurers,2021-11-01
52866,TechCorp,Display,Men 18-24,30 days,YouTube,0.13,"$5,971.00",3.66,Miami,Spanish,331,6108,1,Fashionistas,2021-11-02
52867,TechCorp,Social Media,Women 25-34,15 days,YouTube,0.08,"$15,878.00",6.3,Chicago,German,707,3073,3,Fashionistas,2021-11-03
52868,Innovate Industries,Influencer,Women 25-34,15 days,Email,0.07,"$9,043.00",4.64,New York,French,286,5336,1,Foodies,2021-11-04
52869,DataTech Solutions,Display,Men 18-24,30 days,Google Ads,0.07,"$11,738.00",3.62,Houston,Spanish,165,8377,7,Tech Enthusiasts,2021-11-05
52870,Innovate Industries,Search,Women 35-44,60 days,Google Ads,0.04,"$15,783.00",2.64,Chicago,English,424,9997,10,Outdoor Adventurers,2021-11-06
52871,TechCorp,Influencer,Men 18-24,15 days,YouTube,0.04,"$17,124.00",2.36,New York,French,826,7187,8,Tech Enthusiasts,2021-11-07
52872,Alpha Innovations,Social Media,Women 35-44,15 days,Email,0.14,"$19,334.00",4.58,Miami,Spanish,771,4327,2,Health & Wellness,2021-11-08
52873,Innovate Industries,Email,Men 18-24,30 days,Instagram,0.12,"$8,941.00",4.07,New York,German,307,4589,9,Foodies,2021-11-09
52874,TechCorp,Search,Women 25-34,30 days,Email,0.03,"$15,635.00",6.94,Houston,Spanish,815,9273,7,Tech Enthusiasts,2021-11-10
52875,TechCorp,Social Media,Men 25-34,30 days,Facebook,0.1,"$13,129.00",4.57,Houston,Spanish,194,5284,6,Fashionistas,2021-11-11
52876,TechCorp,Social Media,Men 25-34,30 days,Instagram,0.05,"$18,194.00",2.16,New York,Mandarin,231,8207,7,Health & Wellness,2021-11-12
52877,Innovate Industries,Social Media,Women 25-34,15 days,Website,0.03,"$5,553.00",4.76,Chicago,Mandarin,205,4420,9,Foodies,2021-11-13
52878,DataTech Solutions,Social Media,Women 35-44,15 days,Google Ads,0.02,"$9,477.00",2.93,Houston,English,904,2369,5,Foodies,2021-11-14
52879,NexGen Systems,Search,Women 25-34,30 days,Facebook,0.04,"$11,357.00",3.66,Los Angeles,German,458,1473,4,Foodies,2021-11-15
52880,DataTech Solutions,Influencer,Women 25-34,15 days,Website,0.09,"$18,261.00",7.01,New York,Mandarin,946,4448,7,Health & Wellness,2021-11-16
52881,Alpha Innovations,Influencer,Men 25-34,60 days,Website,0.14,"$15,965.00",2.59,Chicago,Mandarin,625,7614,6,Foodies,2021-11-17
52882,Alpha Innovations,Display,Women 35-44,45 days,Instagram,0.08,"$10,923.00",4.09,Chicago,Mandarin,924,6804,10,Tech Enthusiasts,2021-11-18
52883,DataTech Solutions,Influencer,Men 25-34,45 days,Google Ads,0.06,"$5,333.00",2.1,Los Angeles,French,425,8622,6,Health & Wellness,2021-11-19
52884,Alpha Innovations,Display,Women 35-44,45 days,Facebook,0.09,"$18,651.00",2.63,Houston,Mandarin,489,1126,1,Tech Enthusiasts,2021-11-20
52885,Innovate Industries,Influencer,Men 25-34,15 days,Instagram,0.12,"$8,673.00",6.01,Miami,German,151,1470,2,Outdoor Adventurers,2021-11-21
52886,TechCorp,Influencer,All Ages,15 days,YouTube,0.14,"$18,298.00",7.34,Miami,Spanish,314,6171,10,Foodies,2021-11-22
52887,NexGen Systems,Email,Women 35-44,45 days,Email,0.07,"$9,010.00",6.25,Los Angeles,German,860,7483,7,Health & Wellness,2021-11-23
52888,NexGen Systems,Influencer,Women 25-34,15 days,YouTube,0.1,"$9,441.00",4.52,Los Angeles,French,745,2764,8,Health & Wellness,2021-11-24
52889,Innovate Industries,Search,Men 25-34,15 days,Facebook,0.03,"$7,657.00",2.84,Miami,French,180,7101,5,Foodies,2021-11-25
52890,Alpha Innovations,Influencer,Women 35-44,45 days,Website,0.11,"$9,859.00",4.32,New York,Spanish,325,9989,4,Fashionistas,2021-11-26
52891,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,0.05,"$17,717.00",6.45,New York,French,856,2603,6,Foodies,2021-11-27
52892,DataTech Solutions,Influencer,Men 18-24,15 days,Google Ads,0.14,"$17,392.00",2.96,New York,Spanish,871,4687,1,Tech Enthusiasts,2021-11-28
52893,Innovate Industries,Search,Men 18-24,60 days,YouTube,0.07,"$17,615.00",5.04,New York,French,636,8050,10,Fashionistas,2021-11-29
52894,TechCorp,Email,Men 18-24,15 days,Facebook,0.13,"$10,859.00",7.0,Miami,French,891,4332,1,Tech Enthusiasts,2021-11-30
52895,TechCorp,Influencer,Women 35-44,60 days,Email,0.14,"$6,917.00",4.29,Houston,German,860,7849,5,Foodies,2021-12-01
52896,NexGen Systems,Influencer,Men 18-24,45 days,Instagram,0.14,"$11,861.00",4.13,New York,Mandarin,872,6179,3,Health & Wellness,2021-12-02
52897,NexGen Systems,Email,Men 25-34,15 days,YouTube,0.06,"$7,228.00",5.36,New York,German,860,1321,9,Outdoor Adventurers,2021-12-03
52898,NexGen Systems,Social Media,Men 18-24,30 days,Email,0.07,"$9,409.00",6.53,Miami,Mandarin,836,4623,3,Outdoor Adventurers,2021-12-04
52899,NexGen Systems,Search,Women 25-34,60 days,Facebook,0.04,"$13,739.00",4.2,Miami,Spanish,854,2579,2,Foodies,2021-12-05
52900,NexGen Systems,Display,Men 18-24,30 days,Google Ads,0.05,"$6,979.00",4.7,New York,French,791,1725,2,Tech Enthusiasts,2021-12-06
52901,Alpha Innovations,Influencer,All Ages,15 days,Website,0.12,"$5,685.00",5.02,New York,Spanish,452,9384,7,Tech Enthusiasts,2021-12-07
52902,Alpha Innovations,Email,Women 25-34,15 days,Facebook,0.06,"$10,535.00",3.53,Miami,English,416,4477,1,Tech Enthusiasts,2021-12-08
52903,DataTech Solutions,Search,Men 25-34,15 days,Email,0.09,"$15,380.00",2.65,Chicago,English,952,4179,3,Outdoor Adventurers,2021-12-09
52904,NexGen Systems,Influencer,All Ages,15 days,Email,0.08,"$19,009.00",5.38,Los Angeles,Spanish,839,3030,5,Fashionistas,2021-12-10
52905,Alpha Innovations,Email,Men 25-34,30 days,YouTube,0.02,"$9,441.00",2.49,Chicago,German,280,6579,7,Outdoor Adventurers,2021-12-11
52906,DataTech Solutions,Email,Men 25-34,30 days,YouTube,0.01,"$14,961.00",7.98,New York,German,165,4909,4,Fashionistas,2021-12-12
52907,Alpha Innovations,Influencer,Women 25-34,30 days,Google Ads,0.13,"$7,807.00",4.8,Houston,French,292,7127,2,Tech Enthusiasts,2021-12-13
52908,NexGen Systems,Influencer,Men 18-24,30 days,Website,0.06,"$18,271.00",4.26,New York,German,630,7128,5,Health & Wellness,2021-12-14
52909,NexGen Systems,Search,All Ages,60 days,Google Ads,0.11,"$10,583.00",6.81,Houston,German,619,4050,8,Fashionistas,2021-12-15
52910,TechCorp,Search,Women 25-34,15 days,Email,0.03,"$15,010.00",5.35,Los Angeles,Mandarin,878,6134,5,Health & Wellness,2021-12-16
52911,TechCorp,Display,Men 18-24,45 days,Instagram,0.13,"$5,334.00",4.26,Chicago,Spanish,917,1206,5,Tech Enthusiasts,2021-12-17
52912,Alpha Innovations,Social Media,Women 35-44,15 days,Instagram,0.08,"$10,039.00",7.55,New York,Mandarin,840,3699,5,Fashionistas,2021-12-18
52913,TechCorp,Search,Women 35-44,60 days,YouTube,0.12,"$13,300.00",7.76,Miami,German,348,8059,9,Fashionistas,2021-12-19
52914,NexGen Systems,Email,Women 35-44,45 days,Facebook,0.12,"$11,320.00",7.96,Miami,German,162,8658,4,Tech Enthusiasts,2021-12-20
52915,Alpha Innovations,Display,Women 25-34,45 days,YouTube,0.1,"$12,463.00",4.64,Los Angeles,Mandarin,817,4281,10,Outdoor Adventurers,2021-12-21
52916,TechCorp,Email,All Ages,45 days,Google Ads,0.02,"$13,317.00",2.88,Houston,Spanish,877,2031,7,Tech Enthusiasts,2021-12-22
52917,Alpha Innovations,Email,Women 35-44,45 days,Facebook,0.12,"$15,099.00",3.31,Chicago,French,871,5047,7,Outdoor Adventurers,2021-12-23
52918,Innovate Industries,Social Media,All Ages,15 days,Instagram,0.14,"$18,775.00",6.92,Los Angeles,French,172,3702,8,Fashionistas,2021-12-24
52919,Alpha Innovations,Display,All Ages,45 days,Email,0.15,"$13,153.00",4.36,Chicago,French,890,7362,8,Foodies,2021-12-25
52920,NexGen Systems,Influencer,Men 25-34,30 days,Facebook,0.13,"$15,849.00",6.77,Chicago,German,996,9351,9,Fashionistas,2021-12-26
52921,NexGen Systems,Social Media,Women 35-44,30 days,Google Ads,0.08,"$12,695.00",6.65,Miami,French,412,9318,6,Health & Wellness,2021-12-27
52922,TechCorp,Search,Women 25-34,15 days,Email,0.07,"$13,266.00",5.73,New York,Spanish,498,1281,4,Health & Wellness,2021-12-28
52923,NexGen Systems,Search,Women 35-44,60 days,Website,0.1,"$17,143.00",3.62,Miami,French,881,8687,7,Fashionistas,2021-12-29
52924,Innovate Industries,Influencer,Women 35-44,45 days,Instagram,0.05,"$19,728.00",2.27,Houston,German,704,3974,5,Fashionistas,2021-12-30
52925,Alpha Innovations,Influencer,Men 25-34,30 days,Facebook,0.15,"$13,145.00",6.17,Los Angeles,Spanish,782,5905,7,Health & Wellness,2021-12-31
52926,NexGen Systems,Display,Men 18-24,15 days,Email,0.13,"$6,541.00",7.05,Chicago,English,624,8764,2,Fashionistas,2021-01-01
52927,Innovate Industries,Display,Women 25-34,30 days,Email,0.08,"$19,994.00",7.31,Miami,Mandarin,908,6181,1,Tech Enthusiasts,2021-01-02
52928,TechCorp,Search,Women 35-44,60 days,Instagram,0.13,"$14,686.00",2.07,Los Angeles,French,560,7647,10,Fashionistas,2021-01-03
52929,Alpha Innovations,Email,Women 35-44,30 days,YouTube,0.06,"$8,322.00",7.27,Houston,German,969,1261,2,Fashionistas,2021-01-04
52930,Alpha Innovations,Display,Men 18-24,60 days,Website,0.01,"$7,569.00",7.76,Houston,Spanish,883,2850,2,Foodies,2021-01-05
52931,DataTech Solutions,Influencer,Women 25-34,15 days,Website,0.08,"$8,648.00",2.73,Houston,Spanish,746,6838,1,Health & Wellness,2021-01-06
52932,Alpha Innovations,Email,Men 18-24,60 days,Google Ads,0.07,"$10,809.00",2.97,Houston,Spanish,724,6216,1,Health & Wellness,2021-01-07
52933,Alpha Innovations,Email,Women 35-44,30 days,Email,0.04,"$12,602.00",4.76,Houston,French,211,1783,7,Foodies,2021-01-08
52934,TechCorp,Email,All Ages,15 days,Google Ads,0.07,"$19,027.00",6.07,Miami,English,440,3159,3,Tech Enthusiasts,2021-01-09
52935,TechCorp,Social Media,Men 18-24,15 days,Website,0.08,"$7,852.00",6.69,New York,French,691,3935,7,Outdoor Adventurers,2021-01-10
52936,Alpha Innovations,Influencer,Men 18-24,30 days,Google Ads,0.03,"$14,491.00",2.5,Chicago,German,679,5473,5,Outdoor Adventurers,2021-01-11
52937,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.06,"$10,792.00",2.9,Los Angeles,Mandarin,370,8023,4,Tech Enthusiasts,2021-01-12
52938,TechCorp,Influencer,Women 25-34,60 days,YouTube,0.1,"$14,042.00",3.24,New York,English,242,5637,10,Foodies,2021-01-13
52939,NexGen Systems,Email,Women 35-44,15 days,Email,0.14,"$15,529.00",5.06,Chicago,German,603,3780,10,Outdoor Adventurers,2021-01-14
52940,TechCorp,Display,Women 35-44,30 days,Website,0.1,"$11,635.00",5.45,New York,English,943,2019,4,Foodies,2021-01-15
52941,NexGen Systems,Search,Men 18-24,15 days,Instagram,0.07,"$8,231.00",4.32,Houston,French,744,7055,4,Fashionistas,2021-01-16
52942,DataTech Solutions,Influencer,All Ages,45 days,Facebook,0.03,"$11,705.00",7.53,Miami,German,667,2482,2,Health & Wellness,2021-01-17
52943,Alpha Innovations,Search,Women 25-34,15 days,Instagram,0.05,"$14,636.00",3.85,New York,Mandarin,667,7584,7,Outdoor Adventurers,2021-01-18
52944,NexGen Systems,Social Media,All Ages,60 days,Instagram,0.02,"$8,082.00",6.7,Houston,German,267,4702,9,Outdoor Adventurers,2021-01-19
52945,Innovate Industries,Influencer,Men 25-34,60 days,Website,0.03,"$14,626.00",6.73,Houston,Spanish,610,2096,5,Outdoor Adventurers,2021-01-20
52946,NexGen Systems,Display,Men 25-34,60 days,YouTube,0.06,"$5,424.00",5.91,Chicago,German,576,4393,7,Fashionistas,2021-01-21
52947,Alpha Innovations,Display,All Ages,45 days,Google Ads,0.04,"$17,334.00",6.99,New York,German,719,7210,1,Tech Enthusiasts,2021-01-22
52948,Innovate Industries,Search,Men 25-34,45 days,YouTube,0.08,"$6,426.00",2.33,Los Angeles,French,472,6154,7,Outdoor Adventurers,2021-01-23
52949,NexGen Systems,Social Media,Men 25-34,30 days,YouTube,0.14,"$19,626.00",3.06,New York,Mandarin,849,4546,8,Foodies,2021-01-24
52950,Innovate Industries,Influencer,All Ages,60 days,YouTube,0.14,"$7,293.00",4.28,Miami,Mandarin,890,8735,4,Outdoor Adventurers,2021-01-25
52951,Innovate Industries,Display,Women 35-44,30 days,Website,0.03,"$19,888.00",4.06,New York,German,170,8339,10,Fashionistas,2021-01-26
52952,TechCorp,Social Media,Men 18-24,60 days,Google Ads,0.09,"$9,052.00",5.52,Los Angeles,Mandarin,739,8214,1,Outdoor Adventurers,2021-01-27
52953,NexGen Systems,Social Media,Women 25-34,45 days,Instagram,0.1,"$7,902.00",7.58,New York,Mandarin,679,6911,3,Health & Wellness,2021-01-28
52954,Innovate Industries,Search,Women 25-34,45 days,Website,0.15,"$5,464.00",2.85,New York,French,702,9722,6,Outdoor Adventurers,2021-01-29
52955,TechCorp,Social Media,Men 18-24,30 days,Website,0.06,"$12,497.00",4.36,Los Angeles,German,481,6024,3,Health & Wellness,2021-01-30
52956,DataTech Solutions,Influencer,All Ages,45 days,Facebook,0.09,"$19,041.00",2.16,New York,Mandarin,228,1890,7,Foodies,2021-01-31
52957,DataTech Solutions,Display,Women 25-34,60 days,Website,0.06,"$6,417.00",6.69,Houston,English,373,8862,5,Foodies,2021-02-01
52958,Innovate Industries,Search,Women 35-44,45 days,YouTube,0.12,"$10,074.00",3.27,Chicago,Mandarin,413,3229,1,Outdoor Adventurers,2021-02-02
52959,DataTech Solutions,Display,Men 25-34,60 days,Website,0.09,"$16,475.00",2.21,Los Angeles,Mandarin,686,8842,9,Tech Enthusiasts,2021-02-03
52960,Innovate Industries,Display,Women 35-44,45 days,YouTube,0.14,"$16,358.00",3.61,Los Angeles,French,724,8276,3,Health & Wellness,2021-02-04
52961,TechCorp,Influencer,Men 18-24,45 days,Facebook,0.12,"$11,864.00",2.36,Houston,Mandarin,109,7710,10,Foodies,2021-02-05
52962,Innovate Industries,Social Media,Women 35-44,45 days,YouTube,0.07,"$15,747.00",6.9,Chicago,French,695,1865,8,Fashionistas,2021-02-06
52963,DataTech Solutions,Search,Women 35-44,15 days,Facebook,0.05,"$14,516.00",6.08,Miami,English,355,4769,5,Foodies,2021-02-07
52964,Alpha Innovations,Email,Women 25-34,45 days,Google Ads,0.14,"$18,835.00",7.21,Chicago,Spanish,754,5515,2,Outdoor Adventurers,2021-02-08
52965,TechCorp,Email,Men 25-34,45 days,Facebook,0.04,"$7,269.00",3.5,Los Angeles,Spanish,489,6156,5,Foodies,2021-02-09
52966,Innovate Industries,Social Media,Women 25-34,45 days,Instagram,0.14,"$18,924.00",3.16,Los Angeles,French,297,4224,4,Fashionistas,2021-02-10
52967,Alpha Innovations,Email,All Ages,30 days,Instagram,0.05,"$6,460.00",3.61,Chicago,English,944,8735,3,Health & Wellness,2021-02-11
52968,Innovate Industries,Influencer,Men 18-24,45 days,Google Ads,0.08,"$15,312.00",4.74,Chicago,French,584,8703,3,Fashionistas,2021-02-12
52969,Innovate Industries,Email,Women 25-34,15 days,YouTube,0.06,"$9,206.00",3.68,Houston,Spanish,991,8936,1,Fashionistas,2021-02-13
52970,Innovate Industries,Influencer,Women 35-44,45 days,Website,0.11,"$12,352.00",2.35,Houston,French,265,2475,8,Outdoor Adventurers,2021-02-14
52971,NexGen Systems,Search,Women 25-34,45 days,Email,0.04,"$12,410.00",7.74,Los Angeles,Spanish,387,3730,3,Outdoor Adventurers,2021-02-15
52972,Alpha Innovations,Influencer,All Ages,45 days,Email,0.07,"$12,409.00",5.07,Houston,Mandarin,187,1907,5,Foodies,2021-02-16
52973,DataTech Solutions,Social Media,All Ages,45 days,Facebook,0.05,"$12,953.00",2.99,Los Angeles,Spanish,346,2977,5,Health & Wellness,2021-02-17
52974,Alpha Innovations,Social Media,Women 35-44,30 days,Google Ads,0.14,"$18,804.00",5.53,Los Angeles,Mandarin,113,4744,10,Outdoor Adventurers,2021-02-18
52975,DataTech Solutions,Display,All Ages,30 days,Email,0.08,"$17,430.00",3.42,Houston,French,278,6695,9,Foodies,2021-02-19
52976,DataTech Solutions,Influencer,Women 35-44,60 days,YouTube,0.12,"$16,603.00",7.51,Houston,French,764,4914,1,Tech Enthusiasts,2021-02-20
52977,TechCorp,Search,Men 25-34,15 days,Email,0.14,"$11,704.00",2.6,Houston,Spanish,910,5450,9,Tech Enthusiasts,2021-02-21
52978,DataTech Solutions,Social Media,Men 25-34,15 days,Instagram,0.03,"$14,232.00",7.27,Los Angeles,Mandarin,884,6476,2,Outdoor Adventurers,2021-02-22
52979,TechCorp,Influencer,Women 35-44,30 days,Website,0.09,"$13,794.00",2.12,Chicago,Mandarin,233,5129,7,Foodies,2021-02-23
52980,Alpha Innovations,Search,Men 25-34,45 days,Website,0.11,"$11,709.00",6.34,Houston,Spanish,304,6965,1,Health & Wellness,2021-02-24
52981,NexGen Systems,Influencer,Women 25-34,30 days,YouTube,0.03,"$5,227.00",5.64,Houston,English,959,4229,10,Outdoor Adventurers,2021-02-25
52982,Innovate Industries,Influencer,Women 25-34,60 days,Facebook,0.12,"$13,232.00",4.81,New York,English,129,4225,10,Health & Wellness,2021-02-26
52983,Alpha Innovations,Influencer,Men 18-24,30 days,Website,0.05,"$16,596.00",3.03,Houston,German,134,4263,5,Foodies,2021-02-27
52984,TechCorp,Social Media,Men 18-24,60 days,Email,0.03,"$16,075.00",3.98,New York,Spanish,719,2907,1,Foodies,2021-02-28
52985,DataTech Solutions,Display,Women 35-44,30 days,Facebook,0.07,"$11,112.00",6.42,New York,Spanish,907,2471,4,Fashionistas,2021-03-01
52986,Alpha Innovations,Search,Women 35-44,30 days,Instagram,0.03,"$10,349.00",5.72,Chicago,Mandarin,466,7496,1,Outdoor Adventurers,2021-03-02
52987,Innovate Industries,Email,Men 25-34,15 days,YouTube,0.02,"$10,284.00",3.4,Chicago,Spanish,326,1457,3,Health & Wellness,2021-03-03
52988,TechCorp,Social Media,Men 18-24,45 days,YouTube,0.02,"$12,161.00",5.9,Chicago,French,345,3527,8,Outdoor Adventurers,2021-03-04
52989,NexGen Systems,Email,All Ages,60 days,Instagram,0.14,"$8,354.00",4.03,Chicago,Spanish,385,6217,2,Foodies,2021-03-05
52990,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.08,"$17,383.00",4.93,New York,English,880,8649,7,Foodies,2021-03-06
52991,DataTech Solutions,Influencer,Men 18-24,60 days,Google Ads,0.03,"$16,234.00",2.84,New York,German,172,3149,8,Outdoor Adventurers,2021-03-07
52992,Innovate Industries,Search,All Ages,60 days,Google Ads,0.07,"$8,975.00",2.3,Houston,German,169,6804,6,Fashionistas,2021-03-08
52993,Innovate Industries,Search,Women 25-34,45 days,Instagram,0.1,"$6,533.00",2.28,Los Angeles,Mandarin,409,2111,2,Fashionistas,2021-03-09
52994,NexGen Systems,Social Media,Women 35-44,60 days,YouTube,0.04,"$8,156.00",3.14,Chicago,German,605,3902,7,Outdoor Adventurers,2021-03-10
52995,NexGen Systems,Influencer,Women 25-34,45 days,Email,0.09,"$5,935.00",3.06,Los Angeles,German,706,1064,2,Fashionistas,2021-03-11
52996,Alpha Innovations,Search,Women 25-34,30 days,Instagram,0.08,"$7,729.00",7.93,Miami,French,661,3614,8,Tech Enthusiasts,2021-03-12
52997,TechCorp,Influencer,Men 18-24,30 days,Website,0.06,"$11,328.00",4.86,Chicago,Mandarin,631,1096,7,Health & Wellness,2021-03-13
52998,DataTech Solutions,Email,Men 25-34,15 days,Website,0.03,"$6,971.00",5.1,Chicago,Spanish,527,1962,7,Outdoor Adventurers,2021-03-14
52999,Innovate Industries,Search,All Ages,45 days,Instagram,0.12,"$12,624.00",4.68,Los Angeles,German,718,5652,1,Fashionistas,2021-03-15
53000,TechCorp,Display,Men 18-24,45 days,Google Ads,0.08,"$14,281.00",4.93,Chicago,French,844,9232,10,Fashionistas,2021-03-16
53001,Innovate Industries,Email,Men 18-24,60 days,Facebook,0.02,"$12,261.00",7.53,Chicago,French,410,5662,8,Foodies,2021-03-17
53002,NexGen Systems,Display,All Ages,30 days,YouTube,0.13,"$7,680.00",3.05,Chicago,Spanish,917,7548,6,Health & Wellness,2021-03-18
53003,NexGen Systems,Email,Women 25-34,15 days,Google Ads,0.09,"$17,380.00",6.49,Los Angeles,French,791,2037,8,Health & Wellness,2021-03-19
53004,NexGen Systems,Search,All Ages,45 days,Facebook,0.03,"$17,121.00",5.2,Miami,Mandarin,279,4180,2,Foodies,2021-03-20
53005,NexGen Systems,Influencer,Men 25-34,30 days,Google Ads,0.11,"$5,803.00",7.81,New York,Spanish,282,4875,5,Fashionistas,2021-03-21
53006,Alpha Innovations,Social Media,All Ages,60 days,Instagram,0.09,"$13,490.00",7.32,New York,Mandarin,404,5142,6,Foodies,2021-03-22
53007,Alpha Innovations,Influencer,Men 25-34,45 days,YouTube,0.06,"$14,496.00",6.08,Chicago,Spanish,378,3501,6,Foodies,2021-03-23
53008,Alpha Innovations,Influencer,Women 25-34,45 days,Google Ads,0.08,"$11,660.00",5.09,Los Angeles,French,139,9388,5,Fashionistas,2021-03-24
53009,NexGen Systems,Display,Men 25-34,45 days,Website,0.15,"$10,310.00",4.14,Miami,French,971,2395,8,Health & Wellness,2021-03-25
53010,Alpha Innovations,Social Media,All Ages,15 days,Email,0.11,"$11,835.00",5.72,Miami,French,208,1781,10,Outdoor Adventurers,2021-03-26
53011,Alpha Innovations,Email,Men 18-24,45 days,Google Ads,0.03,"$5,339.00",6.89,New York,Spanish,482,8837,6,Fashionistas,2021-03-27
53012,NexGen Systems,Social Media,Women 35-44,60 days,Website,0.09,"$13,835.00",4.0,Chicago,Mandarin,334,7586,8,Outdoor Adventurers,2021-03-28
53013,NexGen Systems,Search,Men 18-24,45 days,YouTube,0.03,"$6,019.00",3.48,Los Angeles,Spanish,351,9128,4,Foodies,2021-03-29
53014,Alpha Innovations,Influencer,Men 18-24,30 days,Email,0.14,"$8,257.00",5.5,Miami,Mandarin,267,1823,10,Foodies,2021-03-30
53015,DataTech Solutions,Email,Women 35-44,60 days,Facebook,0.02,"$6,257.00",4.21,Houston,German,626,6565,7,Fashionistas,2021-03-31
53016,Innovate Industries,Display,Men 18-24,60 days,Facebook,0.02,"$10,572.00",3.14,Chicago,Mandarin,311,1924,7,Tech Enthusiasts,2021-04-01
53017,DataTech Solutions,Influencer,All Ages,15 days,Google Ads,0.02,"$18,956.00",5.83,Los Angeles,Spanish,390,1344,1,Health & Wellness,2021-04-02
53018,NexGen Systems,Display,Women 35-44,45 days,Facebook,0.09,"$16,119.00",6.78,Chicago,German,707,6801,4,Fashionistas,2021-04-03
