Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
154460,NexGen Systems,Display,Men 25-34,30 days,YouTube,0.13,"$19,846.00",6.27,Houston,French,476,4848,6,Foodies,2021-03-06
154461,Alpha Innovations,Search,Men 18-24,30 days,Facebook,0.09,"$18,683.00",7.49,Houston,English,968,5636,1,Outdoor Adventurers,2021-03-07
154462,Alpha Innovations,Display,Women 25-34,60 days,Google Ads,0.03,"$13,136.00",4.24,New York,Spanish,702,9634,8,Outdoor Adventurers,2021-03-08
154463,NexGen Systems,Social Media,All Ages,30 days,Facebook,0.14,"$14,503.00",3.27,Miami,German,573,3235,4,Outdoor Adventurers,2021-03-09
154464,NexGen Systems,Email,Women 25-34,60 days,Google Ads,0.15,"$19,520.00",2.64,New York,French,410,7274,6,Tech Enthusiasts,2021-03-10
154465,NexGen Systems,Display,Men 25-34,60 days,Website,0.08,"$11,035.00",6.28,New York,English,288,8558,3,Foodies,2021-03-11
154466,NexGen Systems,Search,Men 25-34,30 days,Email,0.1,"$5,173.00",4.99,Houston,Spanish,822,9556,4,Foodies,2021-03-12
154467,TechCorp,Search,Women 25-34,30 days,Email,0.03,"$5,229.00",3.79,Chicago,French,168,5927,4,Tech Enthusiasts,2021-03-13
154468,Alpha Innovations,Display,All Ages,60 days,Google Ads,0.05,"$15,290.00",6.79,Chicago,German,743,9873,3,Foodies,2021-03-14
154469,NexGen Systems,Email,Women 25-34,15 days,Facebook,0.05,"$11,512.00",5.54,Chicago,Spanish,900,7400,10,Outdoor Adventurers,2021-03-15
154470,Innovate Industries,Search,Women 35-44,30 days,YouTube,0.09,"$13,787.00",2.39,New York,English,644,6426,8,Health & Wellness,2021-03-16
154471,Innovate Industries,Social Media,Women 25-34,30 days,Google Ads,0.08,"$16,501.00",2.24,Los Angeles,Mandarin,534,1327,8,Outdoor Adventurers,2021-03-17
154472,NexGen Systems,Influencer,Women 25-34,30 days,Google Ads,0.06,"$9,078.00",4.57,Houston,Spanish,896,5026,6,Tech Enthusiasts,2021-03-18
154473,Innovate Industries,Influencer,Women 35-44,15 days,Google Ads,0.08,"$12,797.00",6.2,Miami,German,126,5437,2,Fashionistas,2021-03-19
154474,NexGen Systems,Social Media,All Ages,15 days,Email,0.12,"$18,506.00",5.9,New York,German,495,4013,4,Tech Enthusiasts,2021-03-20
154475,NexGen Systems,Influencer,All Ages,15 days,Email,0.09,"$14,809.00",4.63,Chicago,Mandarin,633,9303,5,Fashionistas,2021-03-21
154476,Innovate Industries,Email,Women 25-34,60 days,YouTube,0.04,"$6,461.00",4.43,Chicago,German,148,2264,1,Outdoor Adventurers,2021-03-22
154477,DataTech Solutions,Search,Women 35-44,30 days,Website,0.11,"$10,622.00",5.59,Miami,English,640,2977,7,Outdoor Adventurers,2021-03-23
154478,Innovate Industries,Influencer,Men 18-24,45 days,Google Ads,0.06,"$16,842.00",7.61,Chicago,Mandarin,848,2362,8,Fashionistas,2021-03-24
154479,TechCorp,Influencer,All Ages,60 days,Facebook,0.06,"$9,046.00",2.47,Miami,English,165,2454,8,Health & Wellness,2021-03-25
154480,Alpha Innovations,Search,Men 25-34,30 days,Email,0.1,"$8,979.00",7.76,Miami,German,609,5679,5,Tech Enthusiasts,2021-03-26
154481,DataTech Solutions,Display,Women 35-44,15 days,Website,0.15,"$9,791.00",3.71,New York,English,209,2855,7,Fashionistas,2021-03-27
154482,DataTech Solutions,Search,Men 18-24,30 days,Google Ads,0.05,"$12,969.00",4.06,Los Angeles,French,611,6705,3,Tech Enthusiasts,2021-03-28
154483,Innovate Industries,Email,Men 25-34,15 days,Website,0.02,"$14,630.00",5.26,New York,Spanish,424,7401,2,Health & Wellness,2021-03-29
154484,Innovate Industries,Display,Men 18-24,15 days,Instagram,0.12,"$7,617.00",6.07,Chicago,English,896,1803,5,Health & Wellness,2021-03-30
154485,Alpha Innovations,Email,Men 25-34,30 days,Instagram,0.08,"$6,436.00",2.32,Houston,German,268,5602,8,Foodies,2021-03-31
154486,DataTech Solutions,Influencer,Women 25-34,30 days,Website,0.02,"$8,106.00",6.49,Houston,French,570,2166,8,Health & Wellness,2021-04-01
154487,Innovate Industries,Email,All Ages,30 days,Email,0.09,"$15,856.00",6.18,Miami,Spanish,865,2101,4,Outdoor Adventurers,2021-04-02
154488,TechCorp,Display,Men 18-24,15 days,Email,0.07,"$6,865.00",7.19,Houston,French,146,8718,6,Tech Enthusiasts,2021-04-03
154489,DataTech Solutions,Search,Women 25-34,15 days,Website,0.06,"$11,882.00",3.96,Houston,Spanish,688,9847,7,Tech Enthusiasts,2021-04-04
154490,Innovate Industries,Social Media,Women 25-34,15 days,Google Ads,0.06,"$10,413.00",4.22,Los Angeles,Spanish,951,9754,7,Fashionistas,2021-04-05
154491,TechCorp,Influencer,Men 18-24,30 days,Facebook,0.1,"$10,509.00",6.47,Chicago,French,290,8449,1,Fashionistas,2021-04-06
154492,Alpha Innovations,Social Media,Men 25-34,45 days,Website,0.04,"$10,238.00",6.99,Los Angeles,French,257,6309,3,Health & Wellness,2021-04-07
154493,TechCorp,Display,Men 18-24,45 days,Website,0.03,"$11,403.00",4.73,Houston,Mandarin,828,1067,8,Health & Wellness,2021-04-08
154494,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.05,"$8,743.00",5.21,Miami,German,422,7177,3,Foodies,2021-04-09
154495,Innovate Industries,Search,Women 35-44,30 days,Website,0.06,"$5,930.00",6.82,Chicago,German,414,1894,10,Fashionistas,2021-04-10
154496,Alpha Innovations,Email,Men 18-24,15 days,Website,0.14,"$14,060.00",5.56,Houston,Mandarin,376,1385,1,Health & Wellness,2021-04-11
154497,NexGen Systems,Search,Men 25-34,15 days,YouTube,0.14,"$14,222.00",4.99,Houston,Mandarin,704,7953,3,Outdoor Adventurers,2021-04-12
154498,NexGen Systems,Search,Men 25-34,15 days,Website,0.04,"$5,980.00",5.48,New York,French,902,6177,2,Outdoor Adventurers,2021-04-13
154499,Alpha Innovations,Display,All Ages,60 days,Instagram,0.07,"$16,567.00",2.93,Houston,Spanish,695,2893,7,Foodies,2021-04-14
154500,TechCorp,Influencer,Women 35-44,15 days,Website,0.05,"$18,017.00",6.31,New York,English,329,8930,10,Foodies,2021-04-15
154501,NexGen Systems,Social Media,Women 35-44,45 days,Facebook,0.14,"$9,538.00",4.9,New York,French,985,6507,1,Foodies,2021-04-16
154502,DataTech Solutions,Search,Women 35-44,30 days,Google Ads,0.14,"$10,306.00",7.36,Chicago,French,306,2339,4,Health & Wellness,2021-04-17
154503,Alpha Innovations,Display,Men 25-34,30 days,Google Ads,0.02,"$19,974.00",6.93,Chicago,Mandarin,871,4221,10,Tech Enthusiasts,2021-04-18
154504,TechCorp,Search,Women 35-44,60 days,Website,0.02,"$7,511.00",7.9,Los Angeles,German,179,6036,8,Tech Enthusiasts,2021-04-19
154505,DataTech Solutions,Email,All Ages,30 days,YouTube,0.05,"$9,250.00",5.03,Houston,German,571,4755,8,Health & Wellness,2021-04-20
154506,Alpha Innovations,Influencer,Men 18-24,45 days,Facebook,0.09,"$15,634.00",6.5,Houston,Spanish,733,2387,3,Foodies,2021-04-21
154507,Innovate Industries,Email,Women 25-34,45 days,Website,0.12,"$10,504.00",5.42,Chicago,German,594,9513,7,Fashionistas,2021-04-22
154508,NexGen Systems,Search,Women 35-44,60 days,Instagram,0.1,"$19,136.00",6.43,New York,French,895,8259,2,Foodies,2021-04-23
154509,DataTech Solutions,Search,Men 18-24,45 days,YouTube,0.08,"$7,779.00",4.63,Los Angeles,Mandarin,943,3373,1,Fashionistas,2021-04-24
154510,DataTech Solutions,Search,Men 25-34,45 days,YouTube,0.09,"$19,270.00",4.98,Miami,French,390,6595,2,Outdoor Adventurers,2021-04-25
154511,NexGen Systems,Influencer,Women 35-44,60 days,Instagram,0.05,"$15,076.00",4.6,Chicago,English,588,1346,7,Health & Wellness,2021-04-26
154512,Alpha Innovations,Email,Men 25-34,30 days,Google Ads,0.14,"$10,456.00",3.31,Los Angeles,English,201,2285,3,Tech Enthusiasts,2021-04-27
154513,DataTech Solutions,Email,Women 35-44,45 days,Website,0.1,"$8,311.00",7.77,Los Angeles,Spanish,784,7298,3,Health & Wellness,2021-04-28
154514,TechCorp,Influencer,Women 25-34,15 days,Website,0.05,"$17,133.00",5.18,New York,English,976,4816,8,Health & Wellness,2021-04-29
154515,DataTech Solutions,Email,Men 18-24,30 days,Google Ads,0.03,"$15,083.00",6.37,Miami,German,728,7980,5,Fashionistas,2021-04-30
154516,NexGen Systems,Email,Women 25-34,15 days,Facebook,0.12,"$16,257.00",6.3,Miami,Mandarin,480,4008,9,Fashionistas,2021-05-01
154517,TechCorp,Search,Women 25-34,30 days,YouTube,0.15,"$12,185.00",7.05,Miami,Mandarin,561,2282,1,Outdoor Adventurers,2021-05-02
154518,Alpha Innovations,Display,Women 35-44,30 days,Google Ads,0.11,"$12,748.00",7.43,Miami,Spanish,390,3167,7,Health & Wellness,2021-05-03
154519,Alpha Innovations,Social Media,Women 35-44,15 days,Website,0.07,"$14,296.00",2.63,Chicago,Mandarin,562,9157,3,Outdoor Adventurers,2021-05-04
154520,NexGen Systems,Influencer,Men 18-24,45 days,Website,0.04,"$7,696.00",4.92,Chicago,Spanish,884,4741,4,Tech Enthusiasts,2021-05-05
154521,NexGen Systems,Influencer,All Ages,60 days,Email,0.04,"$6,394.00",5.41,Miami,German,139,6549,10,Fashionistas,2021-05-06
154522,Innovate Industries,Display,Women 35-44,30 days,Email,0.06,"$12,938.00",5.61,New York,French,124,5168,3,Foodies,2021-05-07
154523,Innovate Industries,Email,Men 18-24,15 days,Email,0.15,"$19,699.00",4.11,Los Angeles,German,721,6063,3,Health & Wellness,2021-05-08
154524,Alpha Innovations,Email,Women 25-34,60 days,Google Ads,0.03,"$11,121.00",3.72,Houston,German,647,8908,1,Tech Enthusiasts,2021-05-09
154525,TechCorp,Search,Men 25-34,15 days,Facebook,0.1,"$11,565.00",7.5,Miami,English,484,8415,5,Fashionistas,2021-05-10
154526,NexGen Systems,Email,Women 25-34,15 days,Email,0.02,"$18,983.00",3.0,New York,English,409,9760,9,Health & Wellness,2021-05-11
154527,NexGen Systems,Email,Women 35-44,45 days,Facebook,0.08,"$6,299.00",7.72,Chicago,Spanish,563,5158,5,Tech Enthusiasts,2021-05-12
154528,NexGen Systems,Social Media,Women 25-34,60 days,YouTube,0.12,"$7,249.00",7.43,New York,Spanish,916,2154,7,Tech Enthusiasts,2021-05-13
154529,DataTech Solutions,Influencer,Men 25-34,30 days,Website,0.14,"$15,266.00",3.26,Chicago,German,567,9316,10,Foodies,2021-05-14
154530,DataTech Solutions,Search,Men 25-34,60 days,Facebook,0.12,"$16,210.00",4.31,Miami,Spanish,348,4153,10,Fashionistas,2021-05-15
154531,Alpha Innovations,Display,All Ages,15 days,Email,0.03,"$13,059.00",4.56,New York,German,818,5719,1,Foodies,2021-05-16
154532,NexGen Systems,Search,All Ages,30 days,Website,0.04,"$8,017.00",4.41,Houston,Mandarin,102,6690,2,Tech Enthusiasts,2021-05-17
154533,TechCorp,Search,Women 35-44,45 days,Instagram,0.11,"$12,943.00",5.08,Chicago,Mandarin,849,4650,2,Health & Wellness,2021-05-18
154534,NexGen Systems,Social Media,Women 25-34,60 days,Website,0.09,"$9,785.00",6.31,Chicago,Spanish,950,8304,6,Foodies,2021-05-19
154535,Alpha Innovations,Social Media,Women 25-34,15 days,Email,0.06,"$6,171.00",2.8,Miami,Spanish,401,5342,2,Foodies,2021-05-20
154536,Alpha Innovations,Search,Men 25-34,30 days,Google Ads,0.12,"$15,324.00",3.24,New York,English,159,4106,6,Foodies,2021-05-21
154537,Innovate Industries,Social Media,Men 18-24,60 days,YouTube,0.04,"$12,865.00",3.09,Miami,French,856,9427,4,Tech Enthusiasts,2021-05-22
154538,DataTech Solutions,Search,All Ages,15 days,Instagram,0.02,"$6,531.00",7.46,Miami,Spanish,650,9598,7,Health & Wellness,2021-05-23
154539,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.12,"$14,261.00",2.4,Chicago,French,833,2668,6,Health & Wellness,2021-05-24
154540,NexGen Systems,Display,Women 25-34,15 days,Google Ads,0.04,"$19,738.00",4.95,Los Angeles,English,611,3437,1,Tech Enthusiasts,2021-05-25
154541,Alpha Innovations,Influencer,Women 35-44,15 days,Website,0.02,"$13,291.00",7.92,Miami,Mandarin,280,4402,7,Outdoor Adventurers,2021-05-26
154542,DataTech Solutions,Search,Women 35-44,60 days,YouTube,0.12,"$7,025.00",5.57,Houston,German,233,8293,9,Outdoor Adventurers,2021-05-27
154543,DataTech Solutions,Email,Men 25-34,45 days,Facebook,0.05,"$14,441.00",4.92,Miami,Mandarin,134,3123,7,Fashionistas,2021-05-28
154544,Innovate Industries,Influencer,All Ages,15 days,Email,0.12,"$7,382.00",4.1,Miami,English,816,6688,6,Tech Enthusiasts,2021-05-29
154545,TechCorp,Email,Women 25-34,30 days,Email,0.14,"$5,380.00",3.61,Miami,French,831,3175,1,Health & Wellness,2021-05-30
154546,Alpha Innovations,Search,Men 18-24,45 days,Instagram,0.13,"$14,389.00",3.55,Los Angeles,Mandarin,197,2269,5,Fashionistas,2021-05-31
154547,Alpha Innovations,Social Media,Women 35-44,30 days,Email,0.09,"$11,030.00",2.89,Houston,German,722,7489,10,Foodies,2021-06-01
154548,Innovate Industries,Influencer,Men 25-34,30 days,Email,0.07,"$11,402.00",5.68,Houston,English,490,9038,8,Health & Wellness,2021-06-02
154549,NexGen Systems,Influencer,Men 18-24,45 days,Instagram,0.09,"$17,728.00",4.51,Chicago,English,358,3385,5,Tech Enthusiasts,2021-06-03
154550,Innovate Industries,Email,Men 25-34,45 days,Google Ads,0.01,"$8,372.00",7.43,Miami,Spanish,767,4803,9,Fashionistas,2021-06-04
154551,Innovate Industries,Social Media,Men 25-34,30 days,Email,0.14,"$19,488.00",5.88,Los Angeles,Spanish,708,1121,8,Health & Wellness,2021-06-05
154552,Innovate Industries,Social Media,Women 35-44,45 days,YouTube,0.07,"$7,423.00",7.7,New York,Mandarin,346,7110,3,Health & Wellness,2021-06-06
154553,Alpha Innovations,Search,Men 18-24,45 days,Email,0.02,"$12,575.00",6.59,Miami,German,986,1905,7,Foodies,2021-06-07
154554,Alpha Innovations,Email,Men 25-34,45 days,Facebook,0.04,"$13,267.00",4.84,Miami,German,781,6657,9,Outdoor Adventurers,2021-06-08
154555,DataTech Solutions,Email,Women 25-34,60 days,Email,0.08,"$6,067.00",4.71,Houston,Spanish,805,9417,9,Outdoor Adventurers,2021-06-09
154556,Innovate Industries,Search,All Ages,15 days,Website,0.03,"$9,075.00",2.6,New York,German,605,6928,9,Fashionistas,2021-06-10
154557,NexGen Systems,Search,All Ages,15 days,Facebook,0.13,"$15,190.00",7.16,Chicago,French,390,9367,1,Foodies,2021-06-11
154558,TechCorp,Social Media,Women 25-34,30 days,Website,0.05,"$19,857.00",4.57,Miami,Spanish,399,3124,3,Outdoor Adventurers,2021-06-12
154559,DataTech Solutions,Email,Women 25-34,45 days,Google Ads,0.04,"$13,659.00",2.4,Los Angeles,French,685,9795,2,Tech Enthusiasts,2021-06-13
154560,TechCorp,Search,Men 18-24,60 days,Facebook,0.15,"$9,154.00",2.11,Los Angeles,French,805,5689,4,Tech Enthusiasts,2021-06-14
154561,Innovate Industries,Social Media,All Ages,60 days,Email,0.14,"$7,641.00",6.96,New York,German,575,9813,8,Health & Wellness,2021-06-15
154562,Innovate Industries,Influencer,Men 18-24,30 days,Google Ads,0.13,"$6,362.00",2.93,Los Angeles,Spanish,392,2880,1,Health & Wellness,2021-06-16
154563,Innovate Industries,Influencer,Men 18-24,60 days,Instagram,0.06,"$14,842.00",3.92,New York,Mandarin,441,3892,5,Foodies,2021-06-17
154564,Innovate Industries,Social Media,Women 25-34,30 days,Email,0.14,"$17,499.00",6.79,Miami,Spanish,272,5784,8,Outdoor Adventurers,2021-06-18
154565,Innovate Industries,Search,Women 25-34,45 days,Facebook,0.08,"$6,587.00",2.51,Houston,English,904,8909,8,Foodies,2021-06-19
154566,Alpha Innovations,Display,Women 25-34,30 days,Google Ads,0.15,"$7,683.00",2.36,Chicago,Spanish,465,5430,6,Fashionistas,2021-06-20
154567,TechCorp,Search,All Ages,45 days,Email,0.09,"$11,356.00",6.0,Miami,English,211,8805,5,Tech Enthusiasts,2021-06-21
154568,NexGen Systems,Search,Men 18-24,45 days,Website,0.06,"$5,430.00",3.73,Los Angeles,Mandarin,545,3204,3,Outdoor Adventurers,2021-06-22
154569,NexGen Systems,Search,Women 35-44,60 days,Email,0.1,"$6,058.00",7.27,Houston,Mandarin,662,3534,6,Health & Wellness,2021-06-23
154570,NexGen Systems,Influencer,Men 25-34,15 days,Website,0.01,"$11,351.00",6.77,Houston,English,936,9019,8,Tech Enthusiasts,2021-06-24
154571,NexGen Systems,Social Media,Men 25-34,15 days,Website,0.11,"$16,667.00",5.28,Miami,German,794,3446,7,Foodies,2021-06-25
154572,NexGen Systems,Display,All Ages,15 days,Google Ads,0.03,"$19,561.00",5.32,Miami,Mandarin,804,4534,4,Fashionistas,2021-06-26
154573,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.07,"$6,096.00",3.26,Houston,English,935,5338,10,Tech Enthusiasts,2021-06-27
154574,TechCorp,Social Media,Men 18-24,30 days,YouTube,0.15,"$19,384.00",4.89,Houston,Spanish,568,2728,3,Health & Wellness,2021-06-28
154575,TechCorp,Email,Women 35-44,60 days,Google Ads,0.07,"$18,285.00",4.71,Chicago,English,291,4947,10,Tech Enthusiasts,2021-06-29
154576,Innovate Industries,Social Media,Women 25-34,30 days,Facebook,0.03,"$19,898.00",2.58,Los Angeles,Spanish,310,1843,9,Outdoor Adventurers,2021-06-30
154577,NexGen Systems,Social Media,Men 25-34,30 days,Instagram,0.07,"$16,020.00",2.81,Miami,Spanish,103,4047,5,Outdoor Adventurers,2021-07-01
154578,NexGen Systems,Search,Men 18-24,45 days,Email,0.01,"$5,010.00",5.9,Houston,English,510,2417,9,Outdoor Adventurers,2021-07-02
154579,Innovate Industries,Display,Men 25-34,60 days,Email,0.12,"$10,307.00",2.36,New York,Spanish,387,7051,8,Tech Enthusiasts,2021-07-03
154580,Innovate Industries,Social Media,Women 25-34,45 days,Facebook,0.12,"$8,404.00",3.13,Miami,English,497,5249,9,Tech Enthusiasts,2021-07-04
154581,Innovate Industries,Search,All Ages,60 days,YouTube,0.04,"$9,328.00",4.69,Los Angeles,French,297,6988,6,Tech Enthusiasts,2021-07-05
154582,Innovate Industries,Social Media,Men 25-34,30 days,Website,0.1,"$15,308.00",2.85,Chicago,French,915,8848,9,Foodies,2021-07-06
154583,Innovate Industries,Search,Women 25-34,45 days,Instagram,0.08,"$7,855.00",2.32,Miami,English,818,8053,1,Tech Enthusiasts,2021-07-07
154584,Innovate Industries,Influencer,Men 18-24,15 days,Instagram,0.12,"$5,347.00",7.24,New York,English,526,2572,8,Foodies,2021-07-08
154585,DataTech Solutions,Display,Men 18-24,60 days,Instagram,0.07,"$13,938.00",3.74,New York,Spanish,811,5883,9,Health & Wellness,2021-07-09
154586,Alpha Innovations,Display,Men 18-24,60 days,Instagram,0.12,"$9,272.00",5.36,New York,Mandarin,739,8218,6,Fashionistas,2021-07-10
154587,NexGen Systems,Influencer,Women 25-34,30 days,Website,0.03,"$18,855.00",5.21,Miami,Spanish,685,6125,2,Health & Wellness,2021-07-11
154588,TechCorp,Social Media,Men 18-24,30 days,Google Ads,0.03,"$16,403.00",5.69,Chicago,Mandarin,905,8613,1,Health & Wellness,2021-07-12
154589,Innovate Industries,Search,Women 25-34,60 days,Website,0.05,"$16,393.00",4.21,Los Angeles,German,412,7771,6,Tech Enthusiasts,2021-07-13
154590,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.09,"$8,046.00",2.37,Chicago,German,839,1621,6,Fashionistas,2021-07-14
154591,DataTech Solutions,Social Media,Women 25-34,30 days,Google Ads,0.05,"$8,310.00",2.99,Chicago,Mandarin,713,3909,1,Outdoor Adventurers,2021-07-15
154592,NexGen Systems,Search,Men 25-34,60 days,Website,0.05,"$19,394.00",6.53,New York,Spanish,358,5310,4,Outdoor Adventurers,2021-07-16
154593,Alpha Innovations,Email,Women 25-34,30 days,Website,0.04,"$19,444.00",6.37,Chicago,French,929,7161,3,Fashionistas,2021-07-17
154594,DataTech Solutions,Email,Women 25-34,60 days,YouTube,0.05,"$16,552.00",5.41,Chicago,Spanish,372,9935,7,Outdoor Adventurers,2021-07-18
154595,Alpha Innovations,Email,All Ages,15 days,Email,0.12,"$19,600.00",6.65,New York,German,738,8304,6,Fashionistas,2021-07-19
154596,TechCorp,Social Media,All Ages,45 days,Email,0.07,"$10,611.00",5.2,Chicago,French,205,1754,3,Foodies,2021-07-20
154597,Innovate Industries,Influencer,Women 25-34,15 days,Google Ads,0.03,"$6,745.00",5.03,Miami,Spanish,732,1139,8,Foodies,2021-07-21
154598,Innovate Industries,Influencer,Women 35-44,30 days,Email,0.08,"$17,540.00",3.98,Houston,German,999,2272,4,Foodies,2021-07-22
154599,DataTech Solutions,Social Media,Women 35-44,30 days,Facebook,0.07,"$15,150.00",3.16,Chicago,English,358,9140,2,Health & Wellness,2021-07-23
154600,NexGen Systems,Display,Women 25-34,45 days,Instagram,0.06,"$10,666.00",4.21,New York,Mandarin,582,2675,10,Foodies,2021-07-24
154601,TechCorp,Email,Women 35-44,30 days,Email,0.07,"$18,092.00",3.01,Los Angeles,Spanish,219,6321,7,Fashionistas,2021-07-25
154602,NexGen Systems,Display,All Ages,60 days,Facebook,0.04,"$19,174.00",5.86,New York,Mandarin,792,5513,8,Foodies,2021-07-26
154603,TechCorp,Social Media,All Ages,60 days,Email,0.06,"$10,433.00",2.47,Miami,English,160,8162,3,Outdoor Adventurers,2021-07-27
154604,NexGen Systems,Email,Women 25-34,30 days,Website,0.06,"$16,930.00",6.37,Los Angeles,French,329,1271,1,Foodies,2021-07-28
154605,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.15,"$6,869.00",4.36,Chicago,English,777,1747,9,Health & Wellness,2021-07-29
154606,TechCorp,Search,Women 25-34,30 days,YouTube,0.13,"$5,404.00",3.99,Houston,Spanish,434,2295,3,Tech Enthusiasts,2021-07-30
154607,TechCorp,Email,Men 18-24,15 days,Email,0.01,"$6,268.00",2.14,Chicago,English,511,7334,7,Fashionistas,2021-07-31
154608,NexGen Systems,Social Media,All Ages,30 days,Google Ads,0.07,"$5,399.00",5.86,Miami,German,222,6765,1,Foodies,2021-08-01
154609,DataTech Solutions,Email,Women 35-44,15 days,Website,0.05,"$13,268.00",7.88,New York,English,933,5422,3,Outdoor Adventurers,2021-08-02
154610,Innovate Industries,Search,All Ages,15 days,Email,0.09,"$18,497.00",3.16,Miami,English,924,5759,6,Fashionistas,2021-08-03
154611,Alpha Innovations,Search,Men 18-24,45 days,Google Ads,0.03,"$13,564.00",7.76,Houston,Mandarin,202,1952,9,Foodies,2021-08-04
154612,TechCorp,Search,Men 25-34,60 days,Instagram,0.02,"$7,849.00",5.66,Houston,French,638,1369,4,Outdoor Adventurers,2021-08-05
154613,TechCorp,Influencer,All Ages,30 days,Google Ads,0.1,"$16,324.00",5.38,Chicago,English,952,4222,2,Fashionistas,2021-08-06
154614,Alpha Innovations,Email,Women 25-34,45 days,Website,0.03,"$13,578.00",3.83,Miami,French,270,7594,9,Health & Wellness,2021-08-07
154615,NexGen Systems,Display,Women 25-34,45 days,YouTube,0.11,"$11,344.00",2.32,Miami,French,262,6252,5,Health & Wellness,2021-08-08
154616,NexGen Systems,Social Media,Men 18-24,60 days,Instagram,0.05,"$17,347.00",2.67,Miami,English,692,3416,7,Foodies,2021-08-09
154617,Innovate Industries,Influencer,Women 25-34,60 days,Website,0.09,"$13,897.00",6.25,Los Angeles,Spanish,629,6143,8,Health & Wellness,2021-08-10
154618,DataTech Solutions,Display,Men 25-34,45 days,Facebook,0.04,"$16,250.00",5.75,New York,French,798,5117,10,Tech Enthusiasts,2021-08-11
154619,Alpha Innovations,Display,All Ages,15 days,Facebook,0.06,"$17,054.00",2.42,Los Angeles,French,865,2907,8,Tech Enthusiasts,2021-08-12
154620,TechCorp,Influencer,Women 25-34,60 days,Email,0.14,"$18,517.00",6.4,Houston,Spanish,843,2128,10,Fashionistas,2021-08-13
154621,Alpha Innovations,Display,Women 35-44,30 days,Facebook,0.03,"$7,505.00",6.07,Houston,German,113,4554,7,Outdoor Adventurers,2021-08-14
154622,Alpha Innovations,Display,Women 35-44,15 days,Website,0.13,"$10,348.00",7.91,Miami,German,122,2723,1,Tech Enthusiasts,2021-08-15
154623,Innovate Industries,Search,Women 35-44,60 days,Google Ads,0.09,"$14,039.00",2.6,Miami,French,899,7035,3,Tech Enthusiasts,2021-08-16
154624,Innovate Industries,Search,Men 25-34,30 days,Google Ads,0.02,"$5,541.00",2.01,Chicago,Mandarin,626,8708,2,Foodies,2021-08-17
154625,Alpha Innovations,Display,All Ages,30 days,YouTube,0.02,"$19,776.00",5.48,Houston,Spanish,439,1779,3,Foodies,2021-08-18
154626,NexGen Systems,Display,All Ages,60 days,Facebook,0.1,"$8,005.00",5.48,Miami,Mandarin,755,2677,1,Foodies,2021-08-19
154627,NexGen Systems,Search,Women 35-44,45 days,Email,0.09,"$13,294.00",6.46,Chicago,French,356,2556,3,Foodies,2021-08-20
154628,Innovate Industries,Social Media,All Ages,45 days,YouTube,0.08,"$10,739.00",7.81,Los Angeles,English,663,2894,10,Outdoor Adventurers,2021-08-21
154629,NexGen Systems,Social Media,Men 25-34,45 days,Instagram,0.03,"$15,527.00",2.86,New York,Spanish,519,3696,2,Foodies,2021-08-22
154630,TechCorp,Search,Men 25-34,60 days,Instagram,0.01,"$12,587.00",3.52,Houston,French,135,7045,7,Health & Wellness,2021-08-23
154631,Innovate Industries,Search,Men 18-24,15 days,Instagram,0.07,"$13,846.00",5.99,Los Angeles,German,480,7515,5,Outdoor Adventurers,2021-08-24
154632,TechCorp,Display,All Ages,60 days,Google Ads,0.07,"$17,094.00",6.33,Los Angeles,Mandarin,339,1443,1,Tech Enthusiasts,2021-08-25
154633,DataTech Solutions,Display,Women 35-44,30 days,Website,0.06,"$18,562.00",5.35,Chicago,Spanish,695,1354,7,Health & Wellness,2021-08-26
154634,TechCorp,Search,Women 25-34,45 days,Google Ads,0.13,"$14,632.00",2.12,New York,English,649,5903,10,Foodies,2021-08-27
154635,NexGen Systems,Email,Women 35-44,60 days,Instagram,0.05,"$15,405.00",7.45,Houston,German,569,4640,5,Health & Wellness,2021-08-28
154636,NexGen Systems,Influencer,Women 35-44,15 days,Website,0.13,"$12,225.00",5.73,Miami,Mandarin,595,8663,3,Health & Wellness,2021-08-29
154637,TechCorp,Email,All Ages,15 days,Google Ads,0.07,"$5,638.00",3.11,Houston,German,363,6273,10,Fashionistas,2021-08-30
154638,Alpha Innovations,Display,Women 35-44,45 days,Google Ads,0.12,"$9,967.00",2.24,Houston,French,645,3606,9,Tech Enthusiasts,2021-08-31
154639,TechCorp,Email,Women 25-34,45 days,Email,0.05,"$17,411.00",6.12,Miami,French,734,6309,1,Health & Wellness,2021-09-01
154640,Alpha Innovations,Email,Women 35-44,15 days,Email,0.03,"$17,058.00",4.89,Chicago,Mandarin,525,5254,5,Outdoor Adventurers,2021-09-02
154641,Innovate Industries,Social Media,Women 35-44,15 days,YouTube,0.04,"$10,079.00",7.75,Los Angeles,German,988,2906,2,Foodies,2021-09-03
154642,DataTech Solutions,Email,All Ages,60 days,Email,0.12,"$13,704.00",3.77,Los Angeles,German,476,7150,10,Tech Enthusiasts,2021-09-04
